open_timestamp,open,high,low,close,volume,taker_buy_quote_asset_volume,taker_buy_base_asset_volume,quote_asset_volume,number_of_trades
2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681,106596.292884,26.556986,495111.526712,874
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384,95805.176216,23.420493,651005.607636,997
2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603,111713.500158,27.284199,578320.105465,1111
2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022,151733.197464,36.19523,562615.549105,1053
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569,543061.8182,128.947715,997806.799541,2601
2017-08-23 16:00:00,4197.05,4259.58,4103.51,4117.07,174.637585,227813.431543,53.984078000000004,731256.247651,1856
2017-08-23 20:00:00,4117.07,4178.65,4069.8,4114.01,152.616402,163439.97162,39.587377000000004,627682.156435,1011
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015,112391.452408,27.060743,511550.364392,903
2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946,89962.475135,21.656149,509864.539802,789
2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488,306499.16392,73.05585,718060.121255,1714
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342,181977.61101599998,43.382732,615368.845532,1264
2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358,68603.338686,16.241229999999998,469850.394128,839
2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955,108945.022973,25.423708,471782.148072,738
2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526,123930.309821,28.508088,611984.048954,1511
2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543,79005.682349,18.262736,437863.454608,925
2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306,69337.489655,15.959571,322437.977284,694
2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656,103694.08635,23.930431,710205.007695,2407
2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.39933,35850.764464,8.162051,230331.507139,518
2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625,22758.803109,5.275097,171815.353698,499
2017-08-26 00:00:00,4280.68,4315.0,4228.99,4297.94,41.638568,24444.924946,5.690846,178220.548449,425
2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288000000002,32017.761386,7.440958,123253.55558,264
2017-08-26 08:00:00,4319.7,4319.7,4260.88,4288.72,36.153081,28663.454461,6.650417,155418.863168,242
2017-08-26 12:00:00,4288.72,4306.74,4221.14,4275.0,34.654984,48069.606211,11.245799,147798.525401,364
2017-08-26 16:00:00,4275.0,4351.32,4212.41,4293.52,47.431108,69037.427086,16.119488999999998,202533.716198,550
2017-08-26 20:00:00,4293.52,4367.0,4279.0,4337.44,39.523039,39130.626421,9.042632,170640.524554,415
2017-08-27 00:00:00,4332.51,4400.0,4314.91,4314.91,62.980388,79393.006117,18.202448,274219.3,731
2017-08-27 04:00:00,4329.19,4370.85,4293.42,4313.84,47.478199,34370.620246,7.930591,205503.408602,500
2017-08-27 08:00:00,4331.29,4352.34,4285.56,4323.37,57.138682,88196.52072,20.357794,246810.847083,863
2017-08-27 12:00:00,4323.37,4340.0,4285.54,4325.0,35.277424,28386.250512,6.562835,152269.979626,448
2017-08-27 16:00:00,4290.01,4386.78,4290.01,4368.41,72.11126,132177.577606,30.331784,313605.681151,588
2017-08-27 20:00:00,4336.12,4386.79,4309.6,4310.01,75.706632,79918.204174,18.265906,329170.84557299997,540
2017-08-28 00:00:00,4310.01,4330.36,4239.36,4239.37,73.295355,53849.447626,12.495602,314379.266408,629
2017-08-28 04:00:00,4239.37,4297.11,4124.54,4261.9,94.397198,200858.551099,47.613999,396586.34939,913
2017-08-28 08:00:00,4261.9,4365.4,4226.93,4308.0,121.72203400000001,164794.32887199998,38.241618,521484.880361,670
2017-08-28 12:00:00,4308.0,4347.0,4271.03,4273.59,121.858551,104303.252688,24.127769999999998,524244.468211,779
2017-08-28 16:00:00,4273.59,4370.45,4273.59,4321.65,107.225677,39831.378532999996,9.158929,464100.187501,757
2017-08-28 20:00:00,4321.65,4399.82,4290.18,4386.69,85.342801,48727.247295,11.149863999999999,370865.373941,601
2017-08-29 00:00:00,4386.69,4386.69,4314.35,4376.99,78.862074,69206.257296,15.822293,343403.767154,618
2017-08-29 04:00:00,4376.99,4404.07,4313.55,4329.02,128.456959,136160.419108,31.059638,560654.324017,894
2017-08-29 08:00:00,4328.12,4417.61,4328.12,4368.5,88.051429,72955.904047,16.677621,383494.557416,701
2017-08-29 12:00:00,4368.5,4625.85,4347.59,4570.0,128.764571,171204.947315,37.761823,578421.24776,839
2017-08-29 16:00:00,4570.0,4584.0,4496.95,4555.55,127.21423,117677.812173,25.858034,576878.637668,751
2017-08-29 20:00:00,4555.55,4624.99,4535.09,4587.48,52.195765,74776.680746,16.263158,239631.201822,356
2017-08-30 00:00:00,4587.48,4619.99,4527.45,4583.61,119.42503,58703.782574000004,12.765248,547729.407927,771
2017-08-30 04:00:00,4600.0,4647.51,4550.01,4550.02,149.551451,145750.540882,31.591102,687373.886705,787
2017-08-30 08:00:00,4550.0,4597.0,4416.01,4498.35,176.151828,258275.013881,57.17184,794966.161054,1337
2017-08-30 12:00:00,4537.0,4592.76,4416.16,4546.77,163.01348099999998,265961.088502,58.283807,740107.038039,1200
2017-08-30 16:00:00,4546.77,4609.92,4532.8,4536.82,84.845278,74755.971967,16.298614999999998,387465.995659,721
2017-08-30 20:00:00,4536.82,4579.91,4516.87,4555.14,115.481703,91173.839702,19.95164,526072.197279,735
2017-08-31 00:00:00,4555.14,4606.0,4555.14,4593.66,109.650881,97476.011319,21.242802,502542.553267,814
2017-08-31 04:00:00,4596.54,4628.12,4572.64,4592.16,102.998925,47821.151325,10.384802,473170.503148,630
2017-08-31 08:00:00,4603.58,4678.57,4572.64,4656.67,111.874811,97933.048639,21.146363,516656.431334,652
2017-08-31 12:00:00,4674.97,4685.55,4631.41,4648.82,106.997195,143098.328881,30.609833,499150.404456,899
2017-08-31 16:00:00,4648.82,4745.42,4638.98,4698.77,66.803163,138691.074846,29.561753,313070.975493,603
2017-08-31 20:00:00,4698.77,4724.89,4666.84,4724.89,58.631827,89322.918903,19.001772,275287.85634,563
2017-09-01 00:00:00,4724.89,4767.0,4689.89,4714.73,75.647978,111765.171812,23.541048,357791.717932,623
2017-09-01 04:00:00,4714.73,4734.99,4654.88,4707.5,101.226134,52212.745414,11.099094000000001,475248.798406,541
2017-09-01 08:00:00,4715.0,4798.46,4708.09,4775.0,130.966655,132414.879421,27.874135,621598.369377,810
2017-09-01 12:00:00,4775.0,4839.92,4725.81,4803.83,68.887712,77822.239384,16.259311,328391.467748,518
2017-09-01 16:00:00,4803.83,4815.67,4738.94,4813.24,96.951623,71123.269546,14.84757,463263.552059,893
2017-09-01 20:00:00,4813.24,4885.55,4760.01,4834.91,86.986264,120916.12532199999,25.038945,418871.653741,615
2017-09-02 00:00:00,4834.91,4939.19,4764.88,4788.07,145.53852799999999,277235.825784,57.071122,706334.731066,1036
2017-09-02 04:00:00,4765.01,4814.49,4473.35,4697.71,178.769608,423365.209952,91.281879,829631.972009,1708
2017-09-02 08:00:00,4697.71,4709.4,4549.77,4630.01,142.239876,211553.373524,45.67762,657144.19169,1097
2017-09-02 12:00:00,4669.75,4675.0,4354.61,4460.19,187.304485,340724.581244,75.692509,843199.134231,1300
2017-09-02 16:00:00,4460.19,4554.98,4377.43,4509.77,139.615522,190833.329597,42.654963,625129.001603,980
2017-09-02 20:00:00,4509.77,4509.96,4286.87,4472.14,135.680576,294621.765322,66.82177,596284.914241,1354
2017-09-03 00:00:00,4508.5,4618.4,4467.88,4569.54,112.568758,215101.885235,47.180657,512530.064593,1012
2017-09-03 04:00:00,4584.78,4714.76,4584.78,4620.87,119.752884,199571.648509,42.738113,558337.049356,937
2017-09-03 08:00:00,4610.52,4674.86,4456.8,4486.0,103.213519,151307.816971,33.167052,471069.623436,1042
2017-09-03 12:00:00,4475.23,4557.25,4298.33,4384.15,170.271519,320462.29227700003,72.89517000000001,746548.007054,1470
2017-09-03 16:00:00,4351.02,4530.0,4345.01,4529.0,106.294297,144105.382919,32.214928,475155.637656,903
2017-09-03 20:00:00,4529.0,4583.84,4445.15,4509.08,79.115221,139095.665688,30.738616,357412.370219,658
2017-09-04 00:00:00,4509.08,4527.49,4340.5,4340.51,81.331122,111946.494218,25.248943999999998,359550.906086,773
2017-09-04 04:00:00,4340.51,4493.15,4052.0,4186.96,275.913594,441055.138266,101.980172,1189009.116161,1616
2017-09-04 08:00:00,4102.05,4437.68,4075.0,4153.0,464.680038,930426.878026,216.541283,1991735.491258,2493
2017-09-04 12:00:00,4153.0,4311.14,4014.76,4015.03,276.241227,512214.603801,122.464218,1148497.806541,1997
2017-09-04 16:00:00,4015.03,4224.99,3972.51,4203.67,155.042566,245807.074616,60.254402999999996,629753.808056,1131
2017-09-04 20:00:00,4187.0,4300.95,4100.11,4100.11,141.436067,218912.423998,52.111831,591400.3619969999,1307
2017-09-05 00:00:00,4106.97,4121.33,3603.0,3988.04,286.737295,491199.978794,124.312965,1124065.328056,2349
2017-09-05 04:00:00,3996.24,4190.4,3943.1,4190.4,213.834421,329482.203672,81.514731,863207.896257,2062
2017-09-05 08:00:00,4190.0,4248.6,4050.0,4246.82,222.114409,407817.478624,98.207959,920695.137644,1777
2017-09-05 12:00:00,4248.64,4298.0,4116.65,4151.0,245.076465,457049.637428,107.774473,1038279.287455,1804
2017-09-05 16:00:00,4140.0,4459.55,4096.06,4442.48,125.584575,282354.633579,65.687101,540714.495926,1091
2017-09-05 20:00:00,4442.09,4484.99,4351.01,4366.47,135.590992,246393.907528,55.978836,596491.041428,1001
2017-09-06 00:00:00,4366.49,4522.81,4365.73,4430.02,187.420569,429028.959785,95.93009599999999,836042.031616,2090
2017-09-06 04:00:00,4430.02,4505.96,4335.26,4461.29,166.307942,349102.46297,79.008813,734060.9299560001,1510
2017-09-06 08:00:00,4461.29,4597.79,4461.29,4548.13,175.29482000000002,445363.818618,98.252746,793406.986826,1753
2017-09-06 12:00:00,4548.13,4619.47,4422.28,4619.43,261.596797,653752.688803,144.11303,1185456.99648,2560
2017-09-06 16:00:00,4548.13,4619.47,4422.28,4619.43,261.596797,653752.688803,144.11303,1185456.99648,2560
2017-09-06 20:00:00,4619.43,4662.87,4610.0,4619.77,16.743598,25983.810755,5.618378,77379.11058000001,43
2017-09-07 00:00:00,4619.77,4661.93,4438.19,4484.03,87.175086,178328.660876,39.456666,393294.502785,411
2017-09-07 04:00:00,4489.48,4561.9,4452.0,4510.25,65.944247,119226.853364,26.346097,297836.04454,431
2017-09-07 08:00:00,4510.25,4649.92,4458.0,4613.94,92.510277,235606.925647,51.494748,422327.085968,572
2017-09-07 12:00:00,4616.79,4759.25,4587.65,4755.0,165.209682,373949.596843,80.051451,771294.05531,986
2017-09-07 16:00:00,4755.0,4788.59,4672.35,4754.21,52.128252,135702.132519,28.621365,246704.499047,326
2017-09-07 20:00:00,4754.21,4754.21,4586.13,4691.61,37.462431,68485.07432300001,14.713622,174338.948741,344
2017-09-08 00:00:00,4691.61,4735.39,4586.13,4605.05,45.900903,86010.838139,18.61278,212248.665218,371
2017-09-08 04:00:00,4605.05,4633.47,4587.08,4619.01,44.83,76532.178668,16.559321,206873.496335,382
2017-09-08 08:00:00,4619.01,4699.77,4611.48,4647.53,36.305425,95238.488202,20.446515,169014.142001,254
2017-09-08 12:00:00,4647.53,4690.83,4028.93,4348.65,492.155341,921629.97332,216.283864,2109067.745884,1609
2017-09-08 16:00:00,4330.68,4396.49,4190.0,4190.01,225.12769600000001,414479.930409,96.351461,965859.3944539999,938
2017-09-08 20:00:00,4195.87,4334.15,4060.0,4282.8,287.935681,410385.88068999996,97.708178,1203463.782514,1179
2017-09-09 00:00:00,4282.8,4338.28,4150.06,4242.01,204.100968,426091.931907,100.620141,863722.639562,990
2017-09-09 04:00:00,4254.44,4426.62,4200.02,4321.52,119.28349,270453.836455,62.314867,515861.571259,694
2017-09-09 08:00:00,4336.19,4345.38,4262.75,4327.63,59.716210000000004,86958.795679,20.148072,257308.092118,390
2017-09-09 12:00:00,4331.82,4400.6,4245.94,4276.0,124.77799999999999,256216.57508799998,59.215183,538079.1493940001,608
2017-09-09 16:00:00,4276.0,4281.32,4159.64,4253.7,100.390215,139122.596902,32.877656,424639.003168,580
2017-09-09 20:00:00,4267.51,4300.0,4241.25,4258.81,50.514069,54783.271719,12.813886,215773.010187,515
2017-09-10 00:00:00,4258.81,4279.7,4087.62,4144.0,97.962869,125781.534633,30.253452,408289.852549,578
2017-09-10 04:00:00,4144.0,4149.0,3801.0,3988.95,208.628935,269292.941323,67.29795,833080.281338,834
2017-09-10 08:00:00,3988.95,4100.0,3900.05,4098.79,105.952623,295505.690539,73.400907,426297.26514699997,510
2017-09-10 12:00:00,4069.43,4135.48,4043.17,4094.93,80.238497,203050.356867,49.596452,328349.093006,448
2017-09-10 16:00:00,4094.93,4283.0,4072.45,4274.32,103.909898,218825.111863,51.886428,437468.940074,528
2017-09-10 20:00:00,4269.36,4274.32,4100.0,4130.37,63.680453,81428.401292,19.351698,266886.376078,537
2017-09-11 00:00:00,4153.62,4334.43,4098.91,4312.05,234.255157,494715.397209,116.416593,995569.749798,1117
2017-09-11 04:00:00,4320.46,4325.99,4101.32,4178.73,191.225188,316318.588656,75.226588,803505.460207,889
2017-09-11 08:00:00,4186.88,4221.63,4115.39,4191.53,69.239857,162392.342545,38.763711,289675.955865,581
2017-09-11 12:00:00,4191.54,4313.18,4174.97,4251.29,88.422507,196230.781167,46.175047,375730.147139,601
2017-09-11 16:00:00,4246.43,4280.0,4158.84,4182.27,86.75553,129715.798753,30.706058,366294.165172,635
2017-09-11 20:00:00,4182.27,4225.0,4158.85,4208.47,30.090826,62496.804919,14.910333,126067.284329,405
2017-09-12 00:00:00,4208.6,4305.01,4201.9,4294.25,92.676353,254600.827028,59.713601,394677.901832,1052
2017-09-12 04:00:00,4294.54,4394.59,4279.77,4361.0,152.587684,396496.935305,91.321155,662988.899088,1382
2017-09-12 08:00:00,4361.04,4373.67,4228.5,4340.1,99.700796,151947.375565,35.23525,429374.12545,782
2017-09-12 12:00:00,4343.01,4345.92,4230.0,4258.72,189.740543,283487.55446,66.542226,808614.919104,1327
2017-09-12 16:00:00,4249.49,4280.0,4040.8,4165.5,284.982429,715770.328538,172.826327,1180531.31085,1406
2017-09-12 20:00:00,4158.27,4202.53,4101.69,4163.72,59.942514,108712.245492,26.142111,249003.466982,552
2017-09-13 00:00:00,4159.72,4165.38,3916.0,3936.84,186.044927,285159.871547,70.739138,748504.104843,1105
2017-09-13 04:00:00,3933.21,3991.01,3796.8,3933.76,193.793146,390072.487611,99.694169,756284.451176,793
2017-09-13 08:00:00,3933.76,3970.0,3820.0,3832.0,136.033476,143385.528991,36.661004,527009.530396,805
2017-09-13 12:00:00,3831.01,3976.19,3760.0,3795.0,208.447245,220783.789502,57.00622,800215.07968,1422
2017-09-13 16:00:00,3795.0,3991.01,3765.13,3879.81,136.246089,269090.55296,69.014333,531095.3901760001,584
2017-09-13 20:00:00,3879.81,3991.01,3845.03,3944.69,52.897662,117494.210307,29.938549000000002,207257.369446,310
2017-09-14 00:00:00,3944.0,3993.0,3800.02,3806.0,112.916514,173961.113678,44.567703,438156.271081,454
2017-09-14 04:00:00,3806.0,3890.0,3800.0,3869.99,110.946635,199434.313897,51.911661,425836.361895,816
2017-09-14 08:00:00,3846.58,3889.98,3418.0,3481.02,473.817763,654600.285758,176.95688,1733255.436334,2435
2017-09-14 12:00:00,3481.02,3666.0,3395.0,3518.0,423.17728999999997,898900.675343,255.159074,1489372.275347,2146
2017-09-14 16:00:00,3518.0,3533.97,3263.0,3370.0,326.160515,453546.647408,132.865484,1106714.973803,1686
2017-09-14 20:00:00,3368.73,3450.0,3165.13,3189.02,218.002826,331129.400269,99.693174,720926.086157,1529
2017-09-15 00:00:00,3188.01,3460.0,3152.01,3370.0,251.702648,404677.174806,119.921175,847379.597331,1731
2017-09-15 04:00:00,3369.99,3380.0,3031.0,3148.0,304.935126,324432.429558,101.992368,965684.241543,1434
2017-09-15 08:00:00,3148.0,3148.0,2817.0,2919.0,364.653505,557622.432042,188.235823,1079492.716769,1709
2017-09-15 12:00:00,2870.9,3856.0,2870.9,3830.0,682.85976,1405140.378991,407.533625,2362499.270915,3101
2017-09-15 16:00:00,3830.0,3839.98,3483.0,3702.66,245.94792999999999,363707.014795,100.036159,892142.320014,1425
2017-09-15 20:00:00,3702.3,3799.9,3658.04,3700.0,118.767523,180746.238183,48.403095,441569.04011,1045
2017-09-16 00:00:00,3674.01,3950.0,3658.04,3770.0,170.706041,372528.565416,97.836204,649331.1574639999,1698
2017-09-16 04:00:00,3769.94,3935.93,3753.23,3847.9,257.804778,451013.593285,117.808156,985971.083984,1488
2017-09-16 08:00:00,3847.92,3850.0,3470.66,3630.06,408.649993,626249.400929,171.661542,1492553.715564,2008
2017-09-16 12:00:00,3630.06,3800.0,3531.01,3567.11,210.078501,320517.78617700003,87.834754,766451.694272,1722
2017-09-16 16:00:00,3567.11,3714.99,3531.05,3664.0,172.877633,442886.486779,122.238356,626059.518569,1209
2017-09-16 20:00:00,3664.01,3715.0,3600.6,3714.95,77.447007,101340.200132,27.50883,284511.077372,684
2017-09-17 00:00:00,3685.23,3709.94,3580.0,3580.0,125.957599,122953.257619,33.826902,456179.25321,955
2017-09-17 04:00:00,3580.0,3604.79,3550.0,3559.0,85.893398,71300.925117,19.981469,305999.53272,821
2017-09-17 08:00:00,3559.0,3609.39,3499.02,3499.03,160.755572,203022.56336,57.2365,568689.564504,1576
2017-09-17 12:00:00,3499.03,3660.0,3499.03,3637.33,135.94398999999999,293709.53596,81.114837,491585.181229,1076
2017-09-17 16:00:00,3637.33,3748.21,3637.33,3720.0,85.074217,157034.034566,42.290169,315462.371708,992
2017-09-17 20:00:00,3700.13,3739.0,3679.15,3699.99,88.546434,146823.313846,39.482099,328574.375236,935
2017-09-18 00:00:00,3699.99,3850.0,3690.0,3830.0,129.763678,224747.152421,59.400417,491232.778655,1272
2017-09-18 04:00:00,3830.0,4000.0,3760.0,3950.32,227.684713,406387.675162,103.437356,885643.342134,1647
2017-09-18 08:00:00,3976.58,3976.58,3848.33,3929.33,150.278915,219172.299776,55.526431,590682.935593,1170
2017-09-18 12:00:00,3932.98,4123.2,3890.0,4030.33,291.976291,520975.787826,129.158521,1179529.369735,2225
2017-09-18 16:00:00,4030.33,4048.99,3928.33,3969.48,113.494213,167544.714048,42.111521,450874.49344,1062
2017-09-18 20:00:00,3969.5,4085.0,3951.0,4035.01,116.808645,113035.74202800001,28.004476,471070.137605,844
2017-09-19 00:00:00,4060.0,4089.97,3901.0,3971.02,163.643751,224915.55363,56.416373,652061.078382,1271
2017-09-19 04:00:00,3972.0,3981.19,3830.91,3936.28,181.78173,198797.379392,50.78027,711443.672872,1364
2017-09-19 08:00:00,3880.06,4032.02,3873.0,3969.01,125.448115,167561.560351,42.042588,497852.708258,931
2017-09-19 12:00:00,3969.32,4029.99,3901.02,3965.01,171.194272,197430.652701,49.744481,679036.931493,1315
2017-09-19 16:00:00,3970.0,4014.56,3871.99,3890.01,122.480176,92965.343631,23.47532,484441.101938,1165
2017-09-19 20:00:00,3890.01,3920.0,3830.91,3910.04,137.784085,135133.392074,34.86132,533479.704505,1296
2017-09-20 00:00:00,3910.04,3923.26,3843.0,3875.93,110.321379,86305.59439099999,22.144784,428527.765278,1042
2017-09-20 04:00:00,3875.91,3988.83,3820.0,3913.89,147.874688,330081.803705,84.236244,575758.490622,1643
2017-09-20 08:00:00,3913.91,3979.99,3859.31,3927.77,108.22949799999999,329073.529631,83.563818,425661.740157,1189
2017-09-20 12:00:00,3927.77,4046.08,3912.08,4005.0,127.93275799999999,234583.860557,59.012147,510343.635727,1239
2017-09-20 16:00:00,3997.5,4039.99,3962.76,3962.93,105.221655,304438.43333,76.017733,421163.637067,1016
2017-09-20 20:00:00,3962.93,4000.0,3860.09,3900.0,121.355098,277726.928244,70.300412,478129.184256,1102
2017-09-21 00:00:00,3900.0,3910.0,3816.63,3827.66,167.389873,349912.624192,90.744891,645251.867687,1331
2017-09-21 04:00:00,3820.02,3903.28,3800.0,3885.23,109.783357,251242.393218,65.055014,423758.905419,1151
2017-09-21 08:00:00,3885.23,3904.81,3835.88,3864.95,69.458389,191576.616233,49.4514,268824.247499,1047
2017-09-21 12:00:00,3862.99,3879.99,3668.6,3727.44,274.620286,447632.211398,118.140306,1034122.597783,1916
2017-09-21 16:00:00,3730.0,3747.48,3592.62,3605.03,205.53549,356734.332273,97.732755,750607.125944,1719
2017-09-21 20:00:00,3605.03,3678.26,3567.0,3609.99,174.866689,349140.461421,96.13456,634478.333896,1550
2017-09-22 00:00:00,3609.99,3697.51,3592.84,3697.51,131.713823,351351.093048,96.298386,480636.268206,1273
2017-09-22 04:00:00,3693.01,3750.0,3658.46,3658.46,139.674068,288692.7916,77.737373,518551.576736,1403
2017-09-22 08:00:00,3658.46,3669.0,3522.22,3539.97,151.960238,253758.071462,70.339173,546803.52179,1258
2017-09-22 12:00:00,3528.36,3645.99,3505.55,3514.07,179.874633,374662.123209,104.810934,641642.934302,1740
2017-09-22 16:00:00,3527.97,3590.0,3514.08,3590.0,109.500907,282760.172685,79.544529,389028.777666,1192
2017-09-22 20:00:00,3590.0,3645.18,3574.7,3595.87,126.242756,296880.360557,82.329474,455108.35424,1286
2017-09-23 00:00:00,3595.88,3628.0,3542.91,3605.0,95.786102,158519.405616,44.165681,343942.601595,1000
2017-09-23 04:00:00,3614.87,3717.44,3600.9,3689.38,129.209377,294688.248859,80.111817,475124.160318,1256
2017-09-23 08:00:00,3689.38,3798.9,3688.0,3798.0,125.642985,308272.989606,82.32057400000001,469984.970133,1308
2017-09-23 12:00:00,3798.9,3817.19,3717.57,3746.36,147.826026,319086.723013,84.693218,556883.448385,1385
2017-09-23 16:00:00,3746.37,3779.52,3700.0,3779.5,146.838024,289312.492226,77.142617,549727.918532,1880
2017-09-23 20:00:00,3779.5,3790.0,3718.12,3780.0,107.490277,238799.28397,63.512803,404043.900567,1573
2017-09-24 00:00:00,3779.54,3789.99,3731.54,3782.9,113.26816,190794.65774,50.595082,426526.673898,1528
2017-09-24 04:00:00,3782.9,3783.99,3622.76,3669.0,183.592756,275020.273442,74.407898,677042.417476,2006
2017-09-24 08:00:00,3668.0,3698.4,3627.19,3683.36,105.673917,168104.208579,45.787205,387069.833382,1596
2017-09-24 12:00:00,3674.22,3730.0,3674.21,3691.31,124.794529,233884.013298,63.0976,461724.074518,1722
2017-09-24 16:00:00,3707.89,3707.9,3624.38,3687.36,93.458592,131448.357902,35.702719,343255.722686,1344
2017-09-24 20:00:00,3665.68,3707.94,3650.7,3660.02,40.848436,78712.815433,21.348665999999998,150169.71424,528
2017-09-25 00:00:00,3660.02,3772.0,3653.69,3751.0,143.242134,229852.643657,61.673519999999996,532271.558302,1526
2017-09-25 04:00:00,3750.01,3815.74,3750.0,3780.6,142.482302,190946.666532,50.39766,539364.593643,1726
2017-09-25 08:00:00,3789.5,3807.53,3747.94,3781.05,88.754998,172305.69578,45.641231,335044.080349,1494
2017-09-25 12:00:00,3781.05,3945.0,3770.0,3910.01,165.387515,269803.037318,69.67328,638366.40096,2212
2017-09-25 16:00:00,3915.01,3979.87,3887.8,3930.36,109.064075,175295.627202,44.593435,427759.787377,1680
